original	google_translation
trivia	Kleinigkeiten
trivial	trivial
trivialize	trivialisieren
trivially	trivial
trivialness	Trivialität
trod	trat
troll	Troll
trolling	trollen
trombone	Posaune
trombonist	Posaunist
troop	Trupp
trooper	Soldat
troops	Truppen
trophy	Trophäe
tropic	tropisch
tropical	tropisch
tropically	tropisch
tropics	Tropen
trot	Trab
trotter	Traber
trouble	Problem
troubled	beunruhigt
troublemaker	Unruhestifter
troublemaking	Ärger machen
troubleshoot	Fehlerbehebung
troubleshooter	Fehlerbehebung
troublesomely	lästig
troublesomeness	Lästigkeit
troubling	beunruhigend
troublingly	beunruhigend
trounce	trounce
troupe	Truppe
trouser	Hose
trousers	Hose
trout	Forelle
trowel	Kelle
truant	schwänzen
truce	Waffenstillstand
truck	LKW
trucker	Trucker
trucking	LKW-Transport
truckload	Wagenladung
trucks	LKWs
trudge	stapfen
true	WAHR
truehearted	aufrichtig
truelove	wahre Liebe
trueness	Wahrhaftigkeit
truffle	Trüffel
trump	Trumpf
trumpet	Trompete
trumpeter	Trompeter
trumpeting	Trompeten
truncate	kürzen
trunk	Stamm
trunks	Stämme
trust	Vertrauen
trustable	vertrauenswürdig
trustee	Treuhänder
trusteeship	Treuhandschaft
trustful	vertrauensvoll
trustfully	vertrauensvoll
trustfulness	Vertrauensseligkeit
trustily	vertrauensvoll
trustiness	Vertrauen
trusting	vertrauensvoll
trustingly	vertrauensvoll
trustless	vertrauenslos
trustworthily	vertrauenswürdig
trustworthiness	Vertrauenswürdigkeit
trustworthy	vertrauenswürdig
trusty	vertrauenswürdig
truth	Wahrheit
truthful	wahrhaftig
truthfully	wahrheitsgemäß
truthfulness	Wahrhaftigkeit
truthiness	Wahrhaftigkeit
try	versuchen
trying	versuchen
tryout	ausprobieren
tryst	Stelldichein
tsar	Zar
tsunami	Tsunami
tub	Wanne
tuba	Zimmer
tubbiness	Tubigkeit
tubby	tubby
tube	Rohr
tubeless	schlauchlos
tubful	tubful
tubing	Schlauch
tubular	röhrenförmig
tuck	stecken
tucking	verstauen
tuesday	Dienstag
tug	Kerl
tugboat	Schlepper
tugging	zerren
tuition	Unterricht
tulip	Tulpe
tumble	purzeln
tumbled	gestürzt
tumbler	Becher
tumbleweed	Steppenläufer
tumbling	taumelnd
tummy	Bauch
tumor	Tumor
tumultuously	turbulent
tuna	Thunfisch
tunable	abstimmbar
tundra	Tundra
tune	Melodie
tuneable	abstimmbar
tuned	abgestimmt
tuneful	melodisch
tuneless	unmelodisch
tunelessly	unmelodisch
tuner	Tuner
tungsten	Wolfram
tunic	Tunika
tuning	Tuning
tunnel	Tunnel
tupperware	Tupperware
turban	Turban
turbine	Turbine
turbines	Turbinen
turbo	Turbo
turbocharger	Turbolader
turbofan	Turbofan
turbojet	Turbojet
turbulence	Turbulenz
turbulent	turbulent
turbulently	turbulent
turd	Scheißhaufen
turf	Rasen
turkey	Truthahn
turmoil	Aufruhr
turn	drehen
turnabout	Wende
turncoat	Überläufer
turned	gedreht
turning	drehen
turnip	Rübe
turnoff	abschalten
turnout	sich herausstellen
turnover	Umsatz
turnpike	Schlagbaum
turns	wendet sich
turnstile	Drehkreuz
turpentine	Terpentin
turquoise	Türkis
turret	Turm
turtle	Schildkröte
turtledove	Turteltaube
turtlehead	Schildkrötenkopf
turtleneck	Rollkragen
tush	Traum
tusk	Stoßzahn
tusked	mit Stoßzähnen
tussle	Kampf
tutor	Tutor
tutorial	Lernprogramm
tutorship	Nachhilfe
tutu	kalt
tuxedo	Smoking
tv	Fernseher
twang	twang
twat	Fotze
tweak	optimieren
tweaker	Tweaker
tween	zwischen
tweet	twittern
tweeter	Hochtöner
tweeting	twittern
tweeze	Pinzette
tweezer	Pinzette
tweezers	Pinzette
twelfth	Zwölftel
twelve	zwölf
twentieth	zwanzigsten
twerp	Twerp
twice	zweimal
twiddle	drehen
twiddling	herumdrehen
twig	Zweig
twiggy	zweigig
twilight	Dämmerung
twin	Zwilling
twine	Schnur
twinge	Stich
twinkle	zwinkern
twinkles	funkelt
twinkling	funkelnd
twinkly	zwinkernd
twins	Zwillinge
twirl	drehen
twirler	Wirbel
twist	Twist
twistable	verdrehbar
twisted	verdrehte
twister	Twister
twisting	verdrehen
twistingly	verdreht
twisty	kurvig
twit	Trottel
twitchily	zuckend
twitchiness	Zucken
twitchingly	zuckend
twitchy	unruhig
twitter	Twitter
two	zwei
twofaced	zwei Gesichter
twosome	zu zweit
tycoon	Tycoon
tying	binden
tyke	Kerl
type	Typ
typecast	Typisierung
typeface	Schrift
typescript	Typoskript
typeset	setzen
typesetter	Schriftsetzer
typesetting	Satz
typewrite	Schreibmaschine
typewriter	Schreibmaschine
typewriting	Maschinenschreiben
typhoid	Typhus
typhoon	Taifun
typhus	Typhus
typical	typisch
typicality	Typizität
typically	typischerweise
typist	Schreibkraft
typo	Tippfehler
typographer	Typograf
typographic	typografisch
typographical	typografisch
typographically	typografisch
typography	Typografie
typological	typologisch
tyrannically	tyrannisch
tyrannize	tyrannisieren
tyrannizing	tyrannisieren
tyrannosaurus	Tyrannosaurus
tyrannously	tyrannisch
tyranny	Tyrannei
tyrant	Tyrann
ubiquitous	allgegenwärtig
udder	Euter
ugh	Pfui
ugliness	Hässlichkeit
ugly	hässlich
ukulele	Ukulele
ulcer	Geschwür
ulcerated	geschwürig
ulcerative	ulzerativ
ulterior	anschließend
ultimate	ultimativ
ultimately	letzten Endes
ultimatum	Ultimatum
ultra	Ultra
ultraconservative	ultra Konservativ
ultrafast	ultraschnell
ultraliberal	ultraliberal
ultralight	ultraleicht
ultralow	Sehr niedrig
ultramicroscopic	ultramikroskopisch
ultramodern	modern
ultraorthodox	ultraorthodox
ultrashort	ultrakurz
ultrasonic	Ultraschall-
ultrasound	Ultraschall
ultraviolent	Ultraviolett
ultraviolet	Ultraviolett
umbilical	Nabelschnur
umbrella	Regenschirm
umpire	Schiedsrichter
unabashed	unverfroren
unabashedly	unverfroren
unabatedly	unvermindert
unabbreviated	ungekürzt
unable	unfähig
unabridged	ungekürzt
unabsorbed	nicht absorbiert
unaccented	ohne Akzent
unacceptable	inakzeptabel
unacceptably	inakzeptabel
unaccepted	nicht akzeptiert
unaccommodating	unpassend
unaccomplished	unvollendet
unaccountability	Unverantwortlichkeit
unaccountable	unverantwortlich
unaccounted	unberücksichtigt
unaccredited	nicht akkreditiert
unaccustomed	ungewohnt
unachievable	unerreichbar
unacknowledged	unbestätigt
unacquainted	unbekannt
unaddressed	nicht adressiert
unadoptable	unannehmbar
unadorned	schmucklos
unadulterated	unverfälscht
unadventurous	abenteuerlos
unadventurously	abenteuerlos
unadvertised	unangekündigt
unadvised	unberaten
unadvisedly	unbeabsichtigt
unaesthetic	unästhetisch
unaffected	unberührt
unaffectedly	unbeeinträchtigt
unaffectedness	Unberührtheit
unaffecting	unbeeinflusst
unaffectionate	gefühllos
unaffiliated	nicht verbunden
unafraid	furchtlos
unaggressive	unaggressiv
unaided	ohne Hilfe
unaired	ungelüftet
unalarmed	unbeunruhigt
unaligned	nicht ausgerichtet
unalike	gleich
unallied	unverbündet
unallowable	unzulässig
unalterable	unveränderlich
unalterably	unveränderlich
unaltered	unverändert
unambiguous	eindeutig
unambiguously	eindeutig
unambiguousness	Eindeutigkeit
unanalyzed	unanalysiert
unanchored	unverankert
unanimated	unbelebt
unanimous	einstimmig
unanimously	einstimmig
unannounced	unangemeldet
unanswerable	unbeantwortbar
unanswerably	unbeantwortbar
unanticipated	unerwartet
unapologetic	entschuldigungslos
unapparent	unauffällig
unappealing	unattraktiv
unappeasable	unstillbar
unappeasably	unstillbar
unappeased	ungestillt
unappetizing	unappetitlich
unappreciable	unbemerkbar
unappreciated	unbeachtet
unappreciative	undankbar
unappreciatively	undankbar
unapproachable	unnahbar
unappropriate	unangemessen
unapproved	nicht genehmigt
unarguable	unbestreitbar
unarguably	unbestreitbar
unarm	weich
unarmed	unbewaffnet
unarmored	ungepanzert
unarranged	ungeordnet
unarticulated	unartikuliert
unascertainable	nicht feststellbar
unascertained	unbestimmt
unashamed	schamlos
unashamedly	unverschämt
unassailable	unangreifbar
unassailably	unangreifbar
unassembled	unmontiert
unasserted	unbehauptet
unassertiveness	Unbestimmtheit
unassigned	nicht zugewiesen
unassimilated	unassimiliert
unassisted	ohne Unterstützung
unattached	ungebunden
unattainable	unerreichbar
unattainably	unerreichbar
unattained	unerreicht
unattended	unbeaufsichtigt
unattested	unbeglaubigt
unattractive	unattraktiv
unattractiveness	Unattraktivität
unattributed	nicht zugeschrieben
unauthentic	unauthentisch
unauthenticated	nicht authentifiziert
unauthorized	nicht autorisiert
unavailability	Nichtverfügbarkeit
unavailable	nicht verfügbar
unavailing	vergeblich
unavoidable	unvermeidlich
unavoidably	unvermeidlich
unawake	du bist eine Frau
unaware	nicht bewusst
unawareness	Unwissenheit
unawares	ahnungslos
unbaked	ungebacken
unbalance	Ungleichgewicht
unbalanced	unausgeglichen
unbalancing	Ungleichgewicht
unbarred	entsperrt
unbearable	unerträglich
unbearably	unerträglich
unbeatable	unschlagbar
unbeatably	unschlagbar
unbeaten	ungeschlagen
unbeautiful	unschön
unbecoming	ungebührlich
unbecomingly	unziemlich
unbecomingness	Unziemlichkeit
unbefitting	unpassend
unbeknown	unbekannt
unbeknownst	unbemerkt
unbelievable	unglaublich
unbelievably	unglaublich
unbeliever	Ungläubige
unbelieving	ungläubig
unbelievingly	ungläubig
unbend	entspannen
unbendable	unbiegbar
unbending	unbeugsam
unbendingly	unbeugsam
unbeneficial	unvorteilhaft
unbent	ungebogen
unbiased	unvoreingenommen
unbigoted	unbigott
unbilled	nicht in Rechnung gestellt
unbind	lösen
unbinding	unverbindlich
unbitten	unbitten
unbleached	ungebleicht
unblemished	makellos
unblended	ungemischt
unblessed	ungesegnet
unblinking	ohne zu blinzeln
unblinkingly	ohne zu blinzeln
unblock	entsperren
unblocked	entsperrt
unblushing	schamlos
unblushingly	ohne Erröten
unbolt	gelangweilt
unbolted	entriegelt
unborn	ungeboren
unbothered	ungestört
unbound	ungebunden
unbounded	unbegrenzt
unbowed	ungebeugt
unboxed	ausgepackt
unbraid	ungeflochten
unbraided	ungeflochten
unbranded	Markenlos
unbreakable	unzerbrechlich
unbridle	ungezügelt
unbridled	ungezügelt
unbroken	ungebrochen
unbuckle	abschnallen
unbuckled	nicht angeschnallt
unbudgeted	nicht budgetiert
unbundle	aufschlüsseln
unbundled	entbündelt
unburden	entlasten
unburdened	unbelastet
unburied	unbegraben
unburned	unverbrannt
unbury	unbegraben
unbutton	aufknöpfen
unbuttoned	aufgeknöpft
uncalculated	unberechnet
uncalculating	unberechenbar
uncalled	unaufgefordert
uncannily	unheimlich
uncanny	unheimlich
uncanvassed	unbesetzt
uncap	öffnen
uncapped	ohne Deckel
uncapsizable	unumstößlich
uncaptioned	ohne Bildunterschrift
uncaring	gleichgültig
uncarpeted	ohne Teppich
uncased	unverpackt
uncatchable	uneinholbar
uncategorized	nicht kategorisiert
unceasing	unaufhörlich
unceasingly	unaufhörlich
uncelebrated	ungefeiert
uncensored	unzensiert
unceremonious	unzeremoniell
unceremoniously	kurzerhand
uncertain	unsicher
uncertainly	unsicher
uncertainness	Unsicherheit
uncertainty	Unsicherheit
unchain	entfesseln
unchained	entfesselte
unchallengeable	unanfechtbar
unchallenged	unangefochten
unchallenging	unangefochten
unchangeableness	Unveränderlichkeit
unchangeably	unveränderlich
unchanged	unverändert
unchanging	unveränderlich
unchangingly	unveränderlich
uncharacteristic	uncharakteristisch
uncharacteristically	uncharakteristisch
uncharacterized	uncharakterisiert
uncharged	ungeladen
uncharitable	lieblos
uncharitably	gemeinnützig
uncharted	unbekannt
unchartered	ungechartert
unchaste	unkeusch
uncheck	deaktivieren
unchecked	ungeprüft
unchristian	unchristlich
uncirculated	unzirkuliert
uncircumcised	unbeschnitten
uncivil	unhöflich
uncivilized	unzivilisiert
uncivilly	unhöflich
unclad	unbekleidet
unclaimed	nicht abgeholt
unclamp	entspannen
unclamped	gelöst
unclasp	lösen
unclassifiable	nicht klassifizierbar
unclassified	nicht klassifiziert
uncle	Onkel
unclean	unrein
uncleanly	unrein
uncleanness	Unreinheit
unclear	unklar
unclick	entklicken
unclip	ausclipsen
unclipped	entclipst
uncloak	Onkel
uncloaked	unverhüllt
unclog	verstopfen
unclogged	nicht verstopft
unclosed	nicht geschlossen
unclothe	ausziehen
unclothed	unbekleidet
unclouded	ungetrübt
uncluttered	aufgeräumt
uncoil	abwickeln
uncollected	nicht gesammelt
uncollectible	uneinbringlich
uncolored	ungefärbt
uncombed	ungekämmt
uncombined	unkombiniert
uncomely	unschön
uncomfortable	unbequem
uncomfortably	unangenehm
uncomforting	unangenehm
uncommented	unkommentiert
uncommitted	unverbindlich
uncommon	ungewöhnlich
uncommonly	ungewöhnlich
uncommonness	Ungewöhnlichkeit
uncommunicative	verschlossen
uncommunicatively	unkommunikativ
uncommunicativeness	Unkommunikativität
uncompassionate	unbarmherzig
uncompelled	ungezwungen
uncompensated	unentschädigt
uncompetitive	nicht konkurrenzfähig
uncompleted	unvollendet
uncomplicated	unkompliziert
uncomplimentary	unkompliziert
uncompounded	unverbunden
uncomprehending	verständnislos
uncompressed	unkomprimiert
uncompromised	kompromisslos
uncompromising	kompromisslos
uncompromisingly	kompromisslos
unconcealed	unverhüllt
unconceivable	unvorstellbar
unconcern	Unbekümmertheit
unconcerned	unbekümmert
unconcernedly	unbekümmert
unconcluded	nicht abgeschlossen
uncondensed	unkondensiert
unconditional	bedingungslos
unconditionally	bedingungslos
unconditioned	unbedingt
unconfident	unsicher
unconfidently	unsicher
unconfined	unbeschränkt
unconfirmed	unbestätigt
unconformable	nicht konform
unconformity	Nichtübereinstimmung
unconfused	nicht verwirrt
uncongested	nicht überlastet
unconnected	unverbunden
unconnectedly	unverbunden
unconquerable	unbesiegbar
unconscientiously	unwissentlich
unconscionable	unverständlich
unconscionably	gewissenlos
unconscious	unbewusst
unconsciously	unbewusst
unconsciousness	Bewusstlosigkeit
unconsidered	unberücksichtigt
unconsolidated	nicht konsolidiert
unconstitutional	verfassungswidrig
unconstitutionality	Verfassungswidrigkeit
unconstitutionally	verfassungswidrig
unconstrained	uneingeschränkt
unconstructed	unkonstruiert
unconstructive	unkonstruktiv
unconsumed	unverbraucht
unconsummated	unvollendet
uncontainable	unaufhaltbar
uncontained	nicht enthalten
uncontaminated	unkontaminiert
uncontestable	unbestreitbar
uncontested	unbestritten
uncontrived	ungekünstelt
uncontrollability	Unkontrollierbarkeit
uncontrollably	unkontrolliert
uncontrolled	unkontrolliert
uncontroversial	unumstritten
unconventional	unkonventionell
unconventionally	unkonventionell
unconverted	nicht konvertiert
unconvertible	nicht umwandelbar
unconvinced	nicht überzeugt
unconvincing	nicht überzeugend
unconvincingly	wenig überzeugend
uncooked	ungekocht
uncooperative	unkooperativ
uncoordinated	unkoordiniert
uncork	entkorken
uncorking	entkorken
uncorrectable	nicht korrigierbar
uncorrelated	unkorreliert
uncorrupt	unverdorben
uncorrupted	unverdorben
uncorrupting	unverfälscht
uncountable	unzählbar
uncounted	ungezählt
uncouple	abkuppeln
uncoupled	entkoppelt
uncourageous	unmutig
uncouth	ungehobelt
uncouthly	unhöflich
uncouthness	Unhöflichkeit
uncover	aufdecken
uncovered	unbedeckt
uncreated	ungeschaffen
uncreative	unkreativ
uncritical	unkritisch
uncritically	unkritisch
uncross	entkreuzen
uncrossed	ungekreuzt
uncrown	entkrönen
uncrowned	ungekrönt
uncrowning	entkrönt
uncrushable	unzerbrechlich
uncrushed	unzerkleinert
uncultivated	unkultiviert
uncultured	ungebildet
uncured	ungehärtet
uncurl	entrollen
uncurled	entkräuselt
uncurling	sich entfalten
uncustomary	ungewöhnlich
uncut	ungeschnitten
undamaged	unbeschädigt
undamaging	unschädlich
undammed	ungedämmt
undated	undatiert
undaunted	unerschrocken
undauntedly	unerschrocken
undead	Untote
undeceive	nicht täuschen
undeceived	nicht getäuscht
undeceiving	nicht täuschend
undecided	unentschieden
undecidedly	unentschlossen
undecipherable	nicht entzifferbar
undeclared	nicht deklariert
undecorated	undekoriert
undedicated	nicht gewidmet
undefeatable	unbesiegbar
undefeated	unbesiegt
undefended	unverteidigt
undefiled	unbefleckt
undefined	nicht definiert
undeleted	nicht gelöscht
undeliverable	unzustellbar
undelivered	nicht zugestellt
undemanding	anspruchslos
undemocratic	undemokratisch
undemocratically	undemokratisch
undemonstrated	nicht nachgewiesen
undemonstrative	undemonstrativ
undeniable	unbestreitbar
undenominational	konfessionslos
undependable	unzuverlässig
undependably	unzuverlässig
under	unter
underachieve	untererfüllen
underachievement	Unzureichende Leistung
underachiever	Underachiever
underage	minderjährig
underappreciated	unterschätzt
underarm	Unterarm
underbelly	Unterleib
underbid	unterbieten
underbody	Unterboden
underbred	unterzüchtet
underbrush	Unterholz
undercharge	Unterladung
undercharged	unterbezahlt
underclass	Unterschicht
underclassman	Unterschüler
underclothes	Unterwäsche
underclothing	Unterwäsche
undercoat	Grundierung
undercoated	grundiert
undercoating	Grundierung
undercook	zu wenig gekocht
undercooked	unzureichend gekocht
undercover	verdeckt
undercurrent	Unterströmung
undercut	unterbieten
undercutting	Unterbietung
underdevelop	unterentwickelt
underdeveloped	unterentwickelt
underdevelopment	in Entwicklung
underdog	Außenseiter
underdone	unterbewertet
underdressed	unterkleidet
undereducated	untergebildet
underemployment	Unterbeschäftigung
underestimate	unterschätzen
underestimation	Unterschätzung
underexpose	unterbelichten
underexposed	unterbelichtet
underexposure	Unterbelichtung
underfed	unterernährt
underfoot	unter den Füßen
underfund	Wunder
underfunded	unterfinanziert
undergarment	Unterwäsche
undergo	unterziehen
undergoing	durchmachen
undergrad	Bachelor
undergraduate	Bachelor
underground	unter Tage
undergrowth	Unterholz
underhand	unter der Hand
underhanded	hinterhältig
underhandedly	hinterhältig
underhandedness	Hinterhältigkeit
underinsured	unterversichert
underlay	Unterlage
underlie	zugrunde liegen
underline	unterstreichen
underling	Untergebener
underlining	unterstreichen
undermine	untergraben
undermining	Aushöhlung
underneath	darunter
undernourished	unterernährt
undernourishment	Unterernährung
undernutrition	Unterernährung
underpaid	unterbezahlt
underpants	Unterhose
underpass	Unterführung
underpay	unterbezahlt
underpayment	Unterbezahlung
underperform	unterdurchschnittlich abschneiden
underperformance	Unterleistung
underpinning	Untermauerung
underpowered	untermotorisiert
underprepared	unzureichend vorbereitet
underprivileged	unterprivilegiert
underproduction	Unterproduktion
underproductive	unterproduktiv
underrate	unterschätzen
underrated	unterschätzt
underrepresentation	Unterrepräsentation
underrepresented	unterrepräsentiert
underscore	unterstreichen
undersea	unterseeisch
undersell	unterbieten
underselling	Unterverkauf
undersexed	untergeschlechtlich
undershirt	Unterhemd
undershorts	Unterhose
undershot	unterschritten
underside	Unterseite
undersign	unterzeichnen
undersigned	unterzeichnet
undersize	Untermaß
undersized	unterdimensioniert
underskirt	Unterrock
underspecified	unterspezifiziert
understaffed	unterbesetzt
understand	verstehen
understandability	Verständlichkeit
understandable	verständlich
understandably	verständlicherweise
understanding	Verständnis
understandingly	verständnisvoll
understate	untertreiben
understatement	Untertreibung
understood	verstanden
understudy	Zweitstudium
undersupply	Unterversorgung
undersurface	Unterseite
undertake	unternehmen
undertaker	Bestatter
undertaking	Unternehmen
undertone	Unterton
undertook	unternommen
undertow	Sog
undertrained	untertrainiert
underuse	Unterbeanspruchung
underutilized	nicht ausreichend genutzt
undervaluation	Unterbewertung
undervaluing	unterbewerten
underwater	unter Wasser
underway	im Gange
underwear	Unterwäsche
underweight	Untergewicht
underweighted	untergewichtet
underwent	unterzog
underwhelmed	unterfordert
underwire	Bügel
underworld	Unterwelt
underwriter	Versicherer
underwriting	Underwriting
undeserved	unverdient
undeservedly	unverdient
undeserving	unwürdig
undeservingly	unverdient
undesignated	unbenannt
undesirability	Unerwünschtheit
undesirable	unerwünscht
undesirably	unerwünscht
undesired	unerwünscht
undestroyed	unzerstört
undetached	ungelöst
undetectable	unauffindbar
undetected	unentdeckt
undeterminable	unbestimmbar
undetermined	unbestimmt
undeterred	unbeirrt
undevelopable	unentwickelbar
undeveloped	unentwickelt
undeviating	unveränderlich
undid	rückgängig gemacht
undifferentiated	undifferenziert
undiffused	undiffundiert
undigested	unverdaut
undignified	unwürdig
undiluted	unverdünnt
undiminished	unvermindert
undimmed	ungedämpft
undiplomatic	undiplomatisch
undirected	ungerichtet
undisbursed	nicht ausgezahlt
undiscernibly	unmerklich
undiscerning	uneinsichtig
undisciplined	undiszipliniert
undisclosed	nicht bekannt gegeben
undiscounted	undiskontiert
undiscouraged	nicht entmutigt
undiscoverable	unauffindbar
undiscovered	unentdeckt
undiscriminating	diskriminierungslos
undisguised	unverkleidet
undismayed	unbeirrt
undisputable	unbestreitbar
undisputed	unbestritten
undisputedly	unbestritten
undisrupted	ungestört
undistinguishable	ununterscheidbar
undistinguished	ununterscheidbar
undistinguishing	ununterscheidbar
undistorted	unverzerrt
undistracted	ungestört
undistributed	unverteilt
undisturbed	ungestört
undividable	unteilbar
undivided	ungeteilt
undo	rückgängig machen
undoable	rückgängig zu machen
undock	abdocken
undocked	abgedockt
undocumented	undokumentiert
undoing	Verderben
undomesticated	undomestiziert
undone	rückgängig gemacht
undoubted	unzweifelhaft
undoubtedly	zweifellos
undoubting	zweifellos
undrafted	unbearbeitet
undraped	undrapiert
undreamt	ungeahnt
undress	entkleiden
undressed	ausgezogen
undrilled	ungebohrt
undrinkable	ungenießbar
undue	unangemessen
undulate	wellig
undulation	Welligkeit
unduly	übermäßig
undusted	ungestaubt
undutiful	ungehorsam
undying	unsterblich
undyingly	unsterblich
uneager	unwillig
unearned	unverdient
unearth	ausgraben
unearthed	ausgegraben
unearthliness	Unirdischkeit
unearthly	überirdisch
unease	Unbehagen
uneasily	unruhig
uneasiness	Unbehagen
uneasy	unruhig
uneatable	ungenießbar
uneaten	uneaten
uneconomic	unwirtschaftlich
uneconomical	unwirtschaftlich
uneconomically	unwirtschaftlich
unedited	unbearbeitet
uneducated	ungebildet
unelaborated	unbearbeitet
unelected	nicht gewählt
unembarrassed	unbefangen
unembroidered	ungestickt
unemotional	emotionslos
unemotionally	nüchtern
unemployable	arbeitslos
unenclosed	nicht eingeschlossen
unencumbered	unbelastet
unending	endlos
unendingly	unendlich
unendorsed	nicht bestätigt
unendurable	unerträglich
unendurably	unerträglich
unenergetic	energielos
unenforceable	nicht durchsetzbar
unenforced	nicht durchgesetzt
unengaged	du bist verlobt
unenlightened	unaufgeklärt
unenlightening	unaufschlussreich
unentertaining	Du bist unterhaltsam
unenthused	nicht begeistert
unenthusiastic	unenthusiastisch
unenthusiastically	ohne Begeisterung
unenviable	nicht beneidenswert
unenvied	nicht beneidet
unequal	ungleich
unequaled	unerreicht
unequally	ungleichmäßig
unequipped	unbestückt
unequivocal	eindeutig
unequivocally	eindeutig
unescorted	ohne Begleitung
unessential	unwesentlich
unethical	unethisch
unethically	unethisch
unevaluated	unbewertet
uneven	ungleichmäßig
unevenness	Unebenheit
uneventful	ereignislos
uneventfully	ereignislos
unexacting	ungenau
unexaggerated	unübertrieben
unexamined	ungeprüft
unexcavated	nicht ausgegraben
unexcelled	unübertroffen
unexceptionable	einwandfrei
unexceptionably	ausnahmslos
unexceptional	nicht außergewöhnlich
unexceptionally	ausnahmslos
unexcitable	unaufgeregt
unexcited	unaufgeregt
unexciting	unaufregend
unexcused	unentschuldigt
unexecuted	nicht ausgeführt
unexercised	ungeübt
unexhausted	unerschöpft
unexpected	unerwartet
unexpectedly	unerwartet
unexpectedness	Unerwartetheit
unexpired	nicht abgelaufen
unexplainable	unerklärlich
unexplainably	unerklärlich
unexplained	unerklärt
unexploded	nicht explodiert
unexploited	ungenutzt
unexplored	unerforscht
unexposed	unbelichtet
unexpressive	ausdruckslos
unfading	unvergänglich
unfailing	unfehlbar
unfailingly	stets
unfair	unfair
unfairly	unfair
unfaithful	untreu
unfaithfully	untreu
unfaithfulness	Untreue
unfaltering	unfaltering
unfalteringly	unerschütterlich
unfamiliar	unbekannt
unfamiliarity	Unbekanntheit
unfamiliarly	ungewohnt
unfarmed	unbewirtschaftet
unfashionable	unmodern
unfashionably	altmodisch
unfasten	lösen
unfastened	gelöst
unfatherly	unväterlich
unfathomable	unergründlich
unfathomably	unfassbar
unfavorable	ungünstig
unfavorably	ungünstig
unfazed	unbeeindruckt
unfeasibility	Undurchführbarkeit
unfeasibly	undurchführbar
unfed	eins
unfeeling	gefühllos
unfeelingly	gefühllos
unfeminine	unweiblich
unfenced	nicht eingezäunt
unfermented	unvergoren
unfertile	unfertile
unfertilized	ungedüngt
unfiled	nicht abgelegt
unfilled	ungefüllt
unfiltered	ungefiltert
unfinished	unvollendet
unfired	ungefeuert
unfishable	nicht fischbar
unfit	untauglich
unfitness	Untauglichkeit
unfitted	ungeeignet
unfitting	unpassend
unfittingly	unpassend
unfixable	unfixierbar
unfixed	unfixiert
unfixing	lösen
unflagging	unermüdlich
unflaggingly	unermüdlich
unflappable	unerschütterlich
unflattering	wenig schmeichelhaft
unflatteringly	wenig schmeichelhaft
unflavored	geschmacksneutral
unflawed	makellos
unflinching	unerschütterlich
unflinchingly	unerschrocken
unflustered	unbeirrt
unfocused	unkonzentriert
unfold	entfalten
unfolded	entfaltet
unfolding	Entfaltung
unforced	ungezwungen
unforeseeable	unvorhersehbar
unforeseen	unvorhergesehen
unforgettable	unvergesslich
unforgettably	unvergesslich
unforgivable	unverzeihlich
unforgivably	unverzeihlich
unforgiven	unvergeben
unforgiving	unversöhnlich
unforgotten	unvergessen
unformatted	unformatiert
unformed	ungeformt
unformulated	unformuliert
unfortified	unbefestigt
unfortunate	unglücklich
unfortunately	Leider
unfound	nicht gefunden
unfounded	unbegründet
unframed	ungerahmt
unfreeze	auftauen
unfreezing	Auftauen
unfriendliness	Unfreundlichkeit
unfriendly	unfreundlich
unfrosted	ungefroren
unfroze	auftauen
unfrozen	aufgetaut
unfruitful	unfruchtbar
unfruitfulness	Unfruchtbarkeit
unfulfilled	unerfüllt
unfulfilling	unerfüllt
unfunded	nicht finanziert
unfunny	unlustig
unfurnished	unmöbliert
unfussy	schnörkellos
ungainly	unbeholfen
ungallantly	Dein gehört dir
ungenerous	kleinlich
ungenerously	unhöflich
ungentle	Sie sind nicht schön
ungentlemanly	unfein
ungifted	ungifted
unglamorous	unscheinbar
unglazed	unglasiert
ungloved	ungehandschuht
unglue	lösen
unglued	ungeklebt
ungodliness	Gottlosigkeit
ungodly	gottlos
ungovernable	unregierbar
ungoverned	unregiert
ungraceful	unanständig
ungracefully	ungraziös
ungracious	ungnädig
ungraciously	ungnädig
ungraciousness	Ungnade
ungraded	unbenotet
ungrammatical	ungrammatisch
ungrammatically	ungrammatisch
ungraspable	unfassbar
ungrateful	undankbar
ungratefully	undankbar
ungratefulness	Undankbarkeit
ungratified	unzufrieden
ungreased	ungefettet
ungrounded	ungeerdet
ungrouped	nicht gruppiert
ungrudging	neidlos
unguaranteed	ungarantiert
unguarded	unbewacht
unguardedly	unbewacht
unhallowed	unheilig
unhampered	ungehindert
unhand	loslassen
unhandled	unbehandelt
unhandsomely	unschön
unhandy	unhandy
unhappily	unglücklich
unhappiness	Unglück
unhappy	Unzufrieden
unhardened	ungehärtet
unharmed	unversehrt
unharmonious	unharmonisch
unharnessed	ungeschnürt
unhealed	ungeheilt
unhealthful	ungesund
unhealthily	ungesund
unhealthiness	Ungesundheit
unhealthy	ungesund
unheard	ungehört
unhearing	ungehört
unheated	unbeheizt
unheeded	unbeachtet
unheeding	achtlos
unheedingly	unbeachtet
unhelpful	nicht hilfreich
unhelpfully	wenig hilfreich
unhelpfulness	Nichthilfsbereitschaft
unheralded	unangekündigt
unhesitant	ohne zu zögern
unhesitating	ohne zu zögern
