english	german
singular	singular
singularity	singularität
singularize	singularisieren
singularly	einzeln
sinister	unheimlich
sinisterly	unheimlich
sink	waschbecken
sinkable	verzinkbar
sinker	senker
sinkhole	doline
sinking	untergang
sinless	ohne sünde
sinner	sünder
sinuous	gewunden
sinus	sinus
sip	schluck
siphon	siphon
sipper	sipper
sir	herr
siren	sirene
sirloin	lendenstück
sissy	weichei
sister	schwester
sisterhood	schwesternschaft
sisterly	schwesterlich
sit	sitzen
sitcom	sitcom
sitemap	seitenverzeichnis
sitter	sitzung
sitting	sitzung
situate	positionieren
situated	gelegen
situation	situation
situational	situativ
six	sechs
sixfold	sechsfach
sixpence	sixpence
sixteen	sechzehn
sixteenth	sechzehnter
sixth	sechste
sixty	sechzig
sixtyfold	sechzigfach
sizable	beträchtlich
sizably	beträchtlich
size	größe
sizeable	beträchtlich
sizes	größen
sizing	größe
sizzle	brutzeln
sizzling	brutzelnd
skanky	prostituierte
skate	schlittschuh
skateboard	skateboard
skateboarder	skateboardfahrer
skater	skater
skating	skaten
skedaddle	türmen
skeet	skeet
skeletal	skelett_
skeleton	skelett
skeptic	skeptiker
skeptical	skeptisch
skeptically	skeptisch
skepticism	skepsis
sketch	skizzieren
sketchbook	skizzenbuch
sketcher	skizzen
sketchily	flüchtig
sketchiness	flüchtigkeit
sketching	skizzierung
sketchpad	skizzenblock
sketchy	skizzenhaft
skew	verzerren
skewer	spieß
ski	ski
skid	schleudern
skidded	gerutscht
skidding	schleudern
skier	skifahrer
skies	himmel
skiing	skifahren
skill	fähigkeit
skilled	kompetent
skillet	bratpfanne
skillful	geschickt
skillfully	geschickt
skimmed	abgeschöpft
skimmer	skimmer
skimming	abschöpfen
skimp	knausern
skimpily	spärlich
skimpiness	spärlichkeit
skimpy	dürftig
skin	haut
skincare	hautpflege
skinhead	skinhead
skinless	hautlos
skinned	gehäutet
skinniness	magerkeit
skinning	häuten
skinny	schlank
skintight	hauteng
skip	überspringen
skipper	kapitän
skipping	überspringen
skirmish	scharmützel
skirmisher	scharmützler
skirmishing	scharmützel
skirt	rock
skirted	umsäumt
skirting	sockelleiste
skit	sketch
skittish	scheu
skittishness	nervosität
skittle	kegel
skittles	kegeln
skulk	schleichen
skull	schädel
skullcap	schädeldecke
skunk	skunk
sky	himmel
skydive	fallschirmspringen
skydiver	fallschirmspringer
skylight	dachfenster
skyline	horizont
skype	skype
skyrocket	explodieren
skyscraper	wolkenkratzer
skyscraping	wolkenkratzer
skywalk	skywalk
skyward	himmelwärts
skywards	himmelwärts
skywriting	skywriting
slab	platte
slack	locker
slacked	locker
slacken	lockern
slacker	lockerer
slacking	nachlassen
slackly	locker
slackness	schlaffheit
slacks	hose
slain	getötet
slam	zuschlagen
slammer	knast
slander	verleumdung
slanderer	herumlungern
slandering	verleumdung
slanderous	verleumderisch
slanderously	verleumderisch
slang	slang
slant	schräg
slanting	schräg
slap	schlagen
slapper	entspannend
slapping	ohrfeigen
slapstick	slapstick
slash	schrägstrich
slashed	aufgeschlitzt
slashing	schlitzen
slat	lamelle
slate	schiefer
slaughter	schlachten
slaughterer	schlachter
slaughterhouse	schlachthof
slave	sklave
slaved	versklavt
slaveholder	sklavenhalter
slaver	sklavenhändler
slavery	sklaverei
slaving	sklaverei
slavishly	sklavisch
slavishness	sklaverei
slaw	krautsalat
slay	erschlagen
slayer	jäger
slaying	töten
sleaze	verkommenheit
sleazebag	dreckskerl
sleaziness	faulheit
sleazy	schäbig
sled	schlitten
sledded	schlitten gefahren
sledding	rodeln
sledge	schlitten
sledgehammer	vorschlaghammer
sledging	schlittenfahren
sleek	glatt
sleeker	schlanker
sleekly	elegant
sleekness	glätte
sleep	schlafen
sleeper	schläfer
sleepily	schläfrig
sleepiness	schläfrigkeit
sleeping	schlafen
sleepless	schlaflos
sleeplessness	schlaflosigkeit
sleeplike	schlafartig
sleepover	übernachten
sleepwalk	schlafwandeln
sleepwalker	schlafwandler
sleepwalking	schlafwandeln
sleepwear	nachtwäsche
sleepyhead	schlafmütze
sleet	schneeregen
sleeting	schneeregen
sleeve	ärmel
sleeved	gesleevt
sleeveless	ärmellos
sleigh	schlitten
sleight	geschicklichkeit
slender	schlank
slenderness	schlankheit
slept	habe geschlafen
sleuth	wahrheit
slew	erschlagen
slice	scheibe
sliceable	schneidbar
sliced	geschnitten
slicer	allesschneider
slicing	schneiden
slick	glatt
slicken	glitschig
slickly	glatt
slickness	glätte
slid	rutschte
slide	gleiten
slider	schieberegler
slideshow	diashow
sliding	gleiten
slight	leicht
slighted	beleidigt
slighting	geringschätzig
slightly	leicht
slightness	geringfügigkeit
slim	schlank
slime	schleim
slimness	schlankheit
slimy	schleimig
sling	schlinge
slinging	schleudern
slingshot	schleuder
slinkiness	schleichheit
slinking	schleichen
slinky	aufreizend
slip	unterhose
slipcover	schonbezug
slipknot	slipknot
slippage	schlupf
slipped	ausgerutscht
slipper	slipper
slipperiness	glätte
slippery	rutschig
slipping	rutschen
slipstream	windschatten
slit	schlitz
slither	schlittern
slithering	rutschend
slithers	rutscht
slithery	glitschig
slitting	schlitzen
sliver	splitter
slob	schlampe
slobber	schlampen
slobbers	sabber
slobbery	sabbern
slogan	slogan
slop	gefälle
slope	neigung
sloped	geneigt
sloping	abfallend
slopped	schief
sloppily	schlampig
sloppiness	schlamperei
sloppy	schlampig
slosh	schwappen
slot	slot
sloth	faultier
slothful	träge
slothfully	träge
slothfulness	trägheit
slotmachine	einarmiger bandit
slotted	geschlitzt
slotting	schlitzen
slouch	lümmeln
slouching	lümmelnd
slouchy	lässig
slovenly	schlampig
slow	langsam
slowdown	verlangsamen
slowly	langsam
slowness	langsamkeit
slowpoke	langweiler
slows	verlangsamt sich
sludge	schlamm
sludgy	schlammig
slug	schnecke
slugfest	schlagabtausch
sluggardly	faul
slugger	schläger
slugging	schlagen
sluggish	träge
sluggishly	träge
sluggishness	trägheit
slum	slum
slumber	schlummern
slumbering	schlummert
slumberous	schläfrig
slumlord	slumlord
slumming	schlummernd
slung	geschlungen
slur	bogen
slurp	schlürfen
slurry	gülle
slush	matsch
slushiness	matschigkeit
slushy	matschig
slut	finale
sluttish	endeffekt
slutty	nuttig
sly	listig
slyly	verschmitzt
slyness	schlauheit
smack	klatschen
smacking	schmatzend
small	klein
smaller	kleiner
smallish	kleinlich
smallness	kleinheit
smallpox	pocken
smalltime	smalltime
smart	schlau
smartass	klugscheißer
smartcard	chipkarte
smarten	smarten
smarting	schmerzlich
smartly	klug
smartness	klugheit
smash	zerschlagen
smasher	zertrümmerer
smashing	zerschlagen
smashingly	umwerfend
smashup	zertrümmern
smear	abstrich
smeared	verschmiert
smell	geruch
smelled	roch
smeller	pony
smelliness	geruch
smelling	riechend
smelly	stinkend
smelt	stint
smelting	schmelzen
smidge	smidge
smidgen	der smidgen
smile	lächeln
smiling	lächelnd
smilingly	lächelnd
smirk	grinsen
smirking	grinsend
smith	schmied
smithereens	fetzten
smiting	schlagend
smitten	geschlagen
smock	kittel
smoke	rauch
smoked	geräuchert
smokehouse	räucherei
smokeless	rauchfrei
smoker	raucher
smokescreen	nebelwand
smokestack	schornstein
smokiness	rauchigkeit
smoking	rauchen
smoky	rauchig
smolder	schwelen
smooch	knutschen
smooches	knutscht
smooth	glatt
smoother	glatter
smoothie	smoothie
smoothing	glättend
smoothly	glatt
smother	ersticken
smothered	erstickt
smothering	erstickend
smudge	verschmieren
smudged	verschmiert
smudgy	schmierig
smug	selbstgefällig
smuggle	schmuggeln
smuggler	schmuggler
smuggling	schmuggel
smugly	selbstgefällig
smugness	selbstgefälligkeit
smut	schmutz
smuttiness	schmutzigkeit
smutty	schmutzig
snack	snack
snag	haken
snagged	hängengeblieben
snaggletooth	snaggletooth
snail	schnecke
snails	schnecken
snake	schlange
snakebite	schlangenbiss
snakefish	schlangenfisch
snakehead	schlangenkopf
snakelike	schlangenartig
snakeskin	schlangenhaut
snaking	schlängeln
snaky	snacks
snap	schnapp
snapback	snapback
snapdragon	löwenmaul
snapped	schnappte
snapper	schnapper
snappily	bissig
snappiness	bissig
snapping	schnappen
snappishly	bissig
snappishness	bissigkeit
snappy	bissig
snaps	schnappt
snapshot	schnappschuss
snare	schlinge
snarky	sarkastisch
snarl	knurren
snarly	knurrend
snatched	geschnappt
snatcher	schnapper
snatching	schnappen
snazzy	schick
sneak	schleichen
sneaker	sneaker
sneakiness	hinterhältigkeit
sneaking	schleichen
sneaky	hinterhältig
sneering	höhnisch
sneeringly	höhnisch
sneeze	niesen
sneezer	nieser
sneezing	niesen
snicker	kichern
snickering	gekicher
sniff	schnüffeln
sniffer	schnüffler
sniffing	schnüffeln
sniffle	schniefen
snip	schnipsen
snipe	schnepfe
sniper	scharfschütze
snippet	ausschnitt
snippety	schnippisch
snipping	schnippeln
snippy	schnippisch
snitch	spitzel
snitcher	spitzel
snivel	schniefen
sniveled	schniefte
sniveling	wehleidig
snob	snob
snobbery	snobismus
snobbish	snobistisch
snobbishly	snobistisch
snobbishness	snobismus
snobby	schlau
snoop	schnüffler
snooper	schnüffler
snoopy	snoopy
snootily	hochnäsig
snootiness	hochnäsigkeit
snooty	hochnäsig
snooze	dösen
snoozer	schlummer
snore	schnarchen
snorer	schnüre
snoring	schnarchen
snorkel	schnorchel
snorkeler	schnorchler
snort	schnauben
snorter	schnarcher
snorting	schnaubend
snot	rotz
snotty	rotzig
snout	schnauze
snow	schnee
snowball	schneeball
snowbird	schneevogel
snowboarder	snowboarder
snowboarding	snowboarden
snowbound	eingeschneit
snowcap	schneekappe
snowdrift	schneeverwehung
snowfall	schneefall
snowfield	schneefeld
snowflake	schneeflocke
snowiness	schneefall
snowline	schneegrenze
snowman	schneemann
snowmobile	schneemobil
snowplow	schneepflug
snowshoe	schneeschuh
snowshoeing	schneeschuhwandern
snowstorm	schneesturm
snowsuit	schneeanzug
snowy	schneebedeckt
snub	brüskierung
snubbed	brüskiert
snubbing	brüskierend
snuck	geschlichen
snuff	schnupftabak
snuffbox	schnupftabakdose
snuffing	schnupftabak
snuffle	schnuppern
snug	gemütlich
snuggle	kuscheln
snugly	gemütlich
snugness	gemütlichkeit
so	also
soak	einweichen
soaked	durchnässt
soaker	einweicher
soaking	einweichen
soap	seife
soapiness	seifig
soapsuds	seifenlauge
soapy	seifig
soar	steigen
soaring	hochfliegend
sob	unter
sobbing	schluchzen
sobbingly	schluchzend
sober	nüchtern
sobering	ernüchternd
soberly	nüchtern
soberness	nüchternheit
soccer	fußball
sociability	geselligkeit
sociable	gesellig
sociably	gesellig
social	sozial
socialism	sozialismus
socialist	sozialistisch
socialistic	sozialistisch
socialite	prominenter
socialization	sozialisation
socialize	sozialisieren
socially	sozial
societal	gesellschaftlich
society	gesellschaft
sociocultural	soziokulturell
socioeconomic	sozioökonomisch
sociologic	soziologisch
sociological	soziologisch
sociologist	soziologe
sociology	soziologie
sociopath	soziopath
sociopathic	soziopathisch
sociopolitical	gesellschaftspolitisch
sock	socke
socket	steckdose
sockless	ohne socken
sod	mist
soda	limonade
sodium	natrium
sodomize	sodomisieren
sodomy	sodomie
sofa	sofa
soft	weich
softball	weicher ball
softcover	weiche abdeckung
soften	erweichen
softener	weichmacher
softheaded	weichköpfig
softhearted	weichherzig
softie	softie
softly	leise
softness	weichheit
software	software
softwood	weichholz
softy	weich
sogginess	durchnässtheit
soggy	matschig
soil	boden
soiled	verschmutzt
soiling	verschmutzung
soilless	erdlos
solar	solar_
solarium	solarium
sold	verkauft
soldering	löten
soldier	soldat
soldiering	soldat
soldierly	soldatisch
solely	einzig und allein
solemn	feierlich
solemnity	feierlichkeit
solemnly	feierlich
soles	sohlen
solicit	erbitten
solicitation	aufforderung
solicited	angefragt
soliciting	werben
solicitor	rechtsanwalt
solid	solide
solidarity	solidarität
solidification	erstarrung
solidifier	verfestigen
solidify	verfestigen
solidity	solidität
solidly	fest
solidness	solidität
solitaire	solitär
solitarily	einzeln
solitariness	einsamkeit
solitary	einsam
solitude	einsamkeit
solo	allein
soloist	solist
solstice	sonnenwende
solubility	löslichkeit
solution	lösung
solvability	lösbarkeit
solvable	lösbar
solve	lösen
solvency	zahlungsfähigkeit
solvent	lösungsmittel
solver	löser
somber	düster
somberly	düster
somberness	düsterkeit
sombrero	sombrero
some	manche
somebody	jemand
somehow	irgendwie
someone	jemand
someplace	irgendwo
somersault	salto
something	etwas
sometime	irgendwann
sometimes	manchmal
someway	irgendwie
son	sohn
sonar	sonar
sonata	sonate
song	lied
songbird	singvogel
songbook	liederbuch
songfest	liederfest
songlike	geschenke verfügbar
songwriter	songwriter
songwriting	songwriting
sonic	schall_
sonnet	sonett
sonogram	sonogramm
sons	söhne
soon	bald
sooner	früher
soot	ruß
sooth	wahrheit
soothe	beruhigen
soother	schnuller
soothing	beruhigend
soothingly	beruhigend
soothsaying	wahrsagerei
sootiness	rußigkeit
sooty	rußig
sophisticate	raffiniert
sophisticated	anspruchsvoll
sophistication	raffinesse
sophomore	im zweiten jahr
sophomoric	im zweiten jahr
sopping	triefend
soprano	sopran
sorbet	sorbet
sorcerer	zauberer
sorceress	zauberin
sorcery	zauberei
sordidness	schmutzigkeit
sore	wund
sorely	schmerzlich
soreness	schmerzen
sorority	schwesternschaft
sorrow	kummer
sorrowful	traurig
sorrowfully	traurig
sorrowfulness	trauer
sorrowing	traurig
sorry	entschuldigung
sorted	sortiert
sorter	sorter
souffle	atem
sought	gesucht
soul	seele
soulful	gefühlvoll
soulfully	seelenvoll
soulfulness	seelenfülle
soulless	seelenlos
soullessly	seelenlos
soullessness	seelenlosigkeit
soulmate	seelenverwandter
sound	klang
soundbite	soundbite
soundboard	resonanzboden
sounding	klingend
soundings	sondierungen
soundless	lautlos
soundlessly	lautlos
soundlessness	lautlosigkeit
soundly	solide
soundman	tontechniker
soundness	solidität
soundproof	schallisoliert
soundproofing	schalldämmung
soundtrack	soundtrack
soup	suppe
soupspoon	suppenlöffel
soupy	suppig
sour	sauer
source	quelle
sourdough	sauerteig
soured	sauer
souring	säuernd
sourly	sauer
sourness	säure
sourpuss	sauertopf
south	süd
southbound	südwärts
southeast	süd_ost
southeaster	südöstlich
southeasterly	südöstlich
southeastern	südöstlich
southeastward	südöstlich
southeastwardly	südöstlich
southeastwards	südöstlich
southerly	südlich
southern	süd_
southerner	südländer
southernmost	am südlichsten
southpaw	rechtsausleger
southside	südseite
southward	südwärts
southwardly	südwärts
southwards	südwärts
southwest	südwesten
southwesterly	südwestlich
southwestern	südwestlich
southwestwardly	südwestlich
souvenir	souvenir
sovereign	souverän
sovereignty	souveränität
soviet	sowjetisch
sow	sau
sowing	aussaat
sown	gesät
soy	soja
soybean	sojabohne
soymilk	soja milch
spa	spa
space	raum
spacecraft	raumfahrzeug
spaced	beabstandet
spaceflight	weltraumflug
spaceman	raumfahrer
spaceport	raumhafen
spacer	abstandshalter
spaceship	raumschiff
spacesuit	raumanzug
spacing	abstand
spacious	geräumig
spaciously	großzügig
spaciousness	geräumigkeit
spackle	spachtelmasse
spade	spaten
spaded	gespatet
spades	spaten
spaghetti	spaghetti
spammer	spammer
span	spanne
spandex	elasthan
spangled	gesprenkelt
spaniel	spaniel
spank	versohlen
spanking	prügelstrafe
spar	holm
spare	ersatzteil
sparely	spärlich
sparerib	sparerib
spareribs	spare ribs
sparingly	sparsam
spark	funke
sparked	entfacht
sparkle	funkeln
sparkler	wunderkerze
sparkling	funkelnd
sparklingly	funkelnd
sparkly	funkelnd
sparkplug	zündkerze
sparks	funken
sparky	funkelnd
sparred	gespart
sparring	sparring
sparrow	spatz
sparse	spärlich
sparsely	dünn
spartan	spartanisch
spasm	krampf
spastic	spastisch
spastically	spastisch
spat	spuckte
spatial	räumlich
spatiality	räumlichkeit
spatter	spritzer
spattering	spritzer
spatula	spatel
spawn	laichen
spawning	laichen
spay	kastrieren
spaying	kastrieren
speak	sprechen
speakeasy	speakeasy
speaker	lautsprecher
speakerphone	freisprecheinrichtung
speakers	lautsprecher
speaking	apropos
spear	speer
spearfish	speerfisch
spearhead	speerspitze
spearheaded	angeführt
spearing	aufspießen
spearman	speerkämpfer
spearmint	grüne minze
spec	spez
special	besonders
specialism	spezialisierung
specialist	spezialist
speciality	spezialität
specialization	spezialisierung
specialize	spezialisieren
specialized	spezialisiert
specially	speziell
specialness	besonderheit
specialty	spezialität
species	spezies
specifiable	spezifizierbar
specific	spezifisch
specifically	speziell
specification	spezifikation
specificity	spezifität
specifics	besonderheiten
specifier	spezifizierer
specify	angeben
specimen	probe
speck	speck
specked	gesprenkelt
speckle	tupfen
speckled	gesprenkelt
specks	flecken
specs	spezifikationen
spectacle	schauspiel
spectacles	brille
spectacular	spektakulär
spectacularly	spektakulär
spectator	zuschauer
spectatorship	zuschauerzahl
specter	gespenst
spectrogram	spektrogramm
spectrograph	spektrograph
spectrometer	spektrometer
spectroscope	spektroskop
spectrum	spektrum
speculate	spekulieren
speculation	spekulation
speculatively	spekulativ
speculator	spekulant
sped	beschleunigt
speech	rede
speechless	sprachlos
speechlessly	sprachlos
speechlessness	sprachlosigkeit
speechmaker	redenmacher
speechmaking	reden halten
speechwriter	redenschreiber
speed	geschwindigkeit
speedball	speedball
speedboat	schnellboot
speeder	raser
speedily	schnell
speediness	schnelligkeit
speeding	geschwindigkeitsüberschreitung
speedometer	tachometer
speedster	flitzer
speedway	schnellstraße
speedy	schnell
spell	fluch
spellbind	verzaubern
spellbinder	zauberbinder
spellbinding	faszinierend
spellbound	gebannt
spellcheck	rechtschreibprüfung
speller	buchstabierer
spelling	rechtschreibung
spend	ausgeben
spendable	ausgebbar
spender	spender
spending	ausgaben
spendthrift	verschwender
spent	ausgegeben
sperm	sperma
spermicidal	spermizid
spew	speien
spewing	spucken
sphere	kugel
spherical	sphärisch
spherically	sphärisch
sphincter	schließmuskel
sphinx	sphinx
spice	würzen
spiced	gewürzt
spices	gewürze
spiciness	würze
spicing	gewürze
spicy	scharf
spider	spinne
spiderlike	spinnenartig
spiderman	spider man
spiderweb	spinnennetz
spidery	spinnenartig
spied	ausspioniert
spiffy	schick
spigot	zapfen
spike	spitze
spiked	aufgestockt
spikiness	stacheligkeit
spiking	spitzen
spiky	stachelig
spill	verschütten
spillage	verschütten
spiller	spieler
spillover	überlauf
spin	drehen
spinal	wirbelsäule
spindle	spindel
spindled	gespindelt
spindling	spindel
spine	wirbelsäule
spineless	rückgratlos
spinelessly	rückgratlos
spinelessness	rückgratlosigkeit
spinner	spinner
spinning	spinnen
spinningwheel	drehendes rad
spinster	jungfer
spiny	stachelig
spiral	spiral_
spiraled	spiralförmig
spirally	spiralförmig
spire	turm
spirit	geist
spirited	temperamentvoll
spiritedly	temperamentvoll
spiritedness	temperament
spiritism	spiritualismus
spiritless	geistlos
spiritlessly	geistlos
spiritual	spirituell
spiritualism	spiritualismus
spiritualist	spiritualist
spiritualistic	spiritistisch
spirituality	spiritualität
spiritualization	vergeistigung
spiritualize	vergeistigen
spiritually	spirituell
spit	spucke
spitball	spuckball
spite	trotz
spiteful	boshaft
spitefully	boshaft
spitefulness	gehässigkeit
spitfire	spitfire
spitting	spucken
spittle	speichel
spittoon	spucknapf
splash	spritzen
splashboard	spritzwand
splashdown	wasserung
splashed	bespritzt
splashing	spritzen
splashy	spritzig
splat	spritz
splatter	spritzer
spleen	milz
splendid	prächtig
splendor	pracht
splendorous	prächtig
splice	spleißen
splicer	spleißer
splicing	spleißen
splint	schiene
splinter	splitter
split	teilt
splitter	splitter
splitting	spaltung
splotch	fleck
splurge	protzen
spoil	verderben
spoilable	verderblich
spoilage	verderb
spoiled	verwöhnt
spoiler	spoiler
spoiling	verderben
spoils	beute
spoilsport	spielverderber
spoke	gesprochen
spoken	gesprochen
spokesman	sprecher
spokesperson	sprecher
spokeswoman	sprecherin
sponge	schwamm
sponginess	schwammigkeit
sponging	schwamm
spongy	schwammig
sponsor	sponsor
sponsorship	sponsoring
spontaneous	spontan
spontaneously	spontan
spoof	parodie
spook	spuk
spookily	unheimlich
spookiness	gruseligkeit
spooky	gespenstisch
spool	spule
spoon	löffel
spoonful	löffel
spooning	löffeln
sporadic	sporadisch
sporadically	sporadisch
spore	spore
sport	sport
sportiness	sportlichkeit
sporting	sportlich
sportingly	sportlich
sports	sport
sportscast	sportübertragung
sportscaster	sportreporter
sportsman	sportler
sportsmanlike	sportlich
sportsmanly	sportlich
sportsmanship	sportlichkeit
sportswear	sportbekleidung
sportswoman	sportlerin
sportswriter	sportjournalist
spot	stelle
spotless	makellos
spotlessness	makellosigkeit
spotlight	scheinwerfer
spotted	gefleckt
spotter	spotter
spottiness	fleckigkeit
spotting	fleckig
spotty	fleckig
spouse	ehepartner
spouseless	ehepartnerlos
spout	tülle
spouting	sprudelnd
sprain	verstauchung
sprang	sprang
sprawl	ausbreitung
spray	sprühen
sprayer	sprühgerät
spread	verbreiten
spreader	streuer
spreading	verbreitung
spreadsheet	kalkulationstabelle
spree	spree
sprig	zweig
spring	frühling
springboard	sprungbrett
springing	federung
springtime	frühling
springy	federnd
sprinkle	streuen
sprinkled	bestreut
sprinkler	sprinkler
sprinkling	bestreuen
sprint	sprint
sprite	sprite
sprocket	kettenrad
sprout	sprießen
sprouting	sprießen
spruce	fichte
sprung	sprung
spry	rüstig
spryly	sprilo
spryness	spritzigkeit
spud	spud
spun	gesponnen
spunkiness	mut
spunky	mutig
spur	spur
spurn	verschmähen
spurred	angespornt
spurt	spurt
sputter	stottern
sputtering	sputtern
spy	spion
spyglass	fernglas
spyware	spyware
squabbler	zänker
squabbling	streitereien
squad	kader
squadron	geschwader
squalid	schäbig
squalidness	schmutzigkeit
squall	bö
squalor	elend
squander	verschwenden
squanderer	verschwender
square	quadrat
squared	kariert
squarely	direkt
squaring	quadrieren
squash	quetschen
squashy	weich
squat	hocken
squatness	kniebeuge
squatted	gehockt
squatter	squatter
squatting	hocken
squatty	gedrungen
squaw	squaw
squawk	kreischen
squawker	kreischer
squawking	kreischend
squawky	kreischend
squeak	quietschen
squeaker	quietscher
squeakily	quietschend
squeakiness	quietschen
squeaking	quietschen
squeaky	quietschend
squeal	quietschen
squealer	quietscher
squealing	quietschen
squeamish	zimperlich
squeamishly	zimperlich
squeamishness	ekel
squeegee	abzieher
squeezable	quetschbar
squeeze	quetschen
squeezing	quetschen
squelch	rauschsperre
squelcher	squelcher
squelching	rauschen
squid	tintenfisch
squiggle	kringel
squint	schielen
squinted	blinzelte
squinter	schielen
squinting	schielen
squinty	schielend
squire	knappe
squirm	winden
squirminess	windigkeit
squirming	windet sich
squirmy	windig
squirrel	eichhörnchen
squirt	spritzen
squirting	spritzen
squish	quetschen
squishier	matschiger
squishy	matschig
stab	stechen
stabbing	stechend
stability	stabilität
stabilization	stabilisierung
stabilizer	stabilisator
stable	stabil
stableman	stallknecht
stableness	stabilität
stack	stapel
stadium	stadion
staff	personal
staffed	besetzt
staffer	mitarbeiter
staffing	personalbesetzung
staffroom	personalraum
stag	hirsch
stage	bühne
stagecoach	postkutsche
staged	inszeniert
stagehand	bühnenarbeiter
stagger	staffeln
staggering	staffelung
staggeringly	umwerfend
staggers	taumelt
staging	inszenierung
stagnancy	stagnation
stagnant	stagniert
stagnantly	stagnierend
stagnate	stagnieren
stagnation	stagnation
stain	fleck
stainable	färbbar
stainless	rostfrei
stainlessness	edelstahl
stair	treppe
staircase	treppe
stairs	treppe
stairway	treppe
stairwell	treppenhaus
stake	einsatz
stakeholder	interessengruppen
stakeout	absteckung
stalagmite	stalagmiten
stale	abgestanden
stalemate	patt
staleness	abgestandenheit
stalked	gestalkt
stalker	stalker
stalking	stalking
stall	stall
stalling	ins stocken geraten
stallion	hengst
stamen	staubblatt
stamina	ausdauer
stammer	entsteht
stammerer	stammerer
stammering	stammelnd
stamp	briefmarke
stamper	stempel
stamping	stempeln
stance	haltung
stand	stand
standalone	eigenständige
standard	standard
standardization	standardisierung
standardize	standardisieren
standardized	standardisiert
standby	stehen zu
standing	stehen
standoff	abstand
standoffish	distanziert
standoffishness	distanziertheit
standout	auffallen
standpoint	standpunkt
standstill	still stehen
standup	aufstehen
stank	stank
stanza	strophe
staph	staph
staple	klammer
stapled	geheftet
stapler	hefter
stapling	heften
star	stern
starboard	steuerbord
starch	stärke
starched	gestärkt
starchiness	steifheit
starchy	stärkehaltig
stardom	ruhm
stardust	sternenstaub
stare	starren
starfish	seestern
starflower	sternblume
stargaze	sternenblick
stargazer	sterngucker
stargazing	sterne beobachten
staring	starrt
stark	stark
starkness	nacktheit
starless	sternenlos
starlet	starlet
starlight	sternenlicht
starlit	sternenklar
starred	spielte die hauptrolle
starriness	sternenklarheit
starring	mit
starry	sternenklar
starship	raumschiff
starstruck	sternenklar
start	start
starter	anlasser
starting	beginnend
startle	erschrecken
startling	verblüffend
startlingly	erschreckend
startup	start_up
starvation	hunger
starve	verhungern
starved	verhungert
starving	verhungern
stash	verstauen
stat	stat
state	zustand
stated	angegeben
statehouse	staatshaus
stateless	staatenlos
statement	stellungnahme
stateroom	kabine
stateside	staaten
statesman	staatsmann
statesmanlike	staatsmännisch
statesmanship	staatskunst
stateswoman	staatsfrau
statewide	landesweit
static	statisch
statically	statisch
statics	statik
station	bahnhof
stationery	schreibwaren
stationmaster	stationsmeister
statistic	statistik
statistical	statistisch
statistically	statistisch gesehen
statistician	statistiker
statistics	statistiken
statue	statue
statuesque	statuarisch
statuette	statuette
stature	statur
status	status
statute	satzung
statutory	gesetzlich
staunch	stillen
staunchness	standhaftigkeit
stay	bleiben
stayed	blieb
stays	bleibt
stead	statt
steadfast	standhaft
steadfastly	standhaft
steadfastness	standhaftigkeit
steadier	stabiler
steadily	ständig
steadiness	gleichmäßigkeit
steady	stetig
steadying	stabilisierend
steak	steak
steakhouse	steak_house
steal	stehlen
stealer	dieb
stealing	stehlen
stealth	heimlichkeit
stealthily	heimlich
stealthy	heimlich
steam	dampf
steamboat	dampfschiff
steamer	dampfer
steamily	dampfend
steaminess	dampfigkeit
steaming	dampfend
steamroll	dampfwalze
steamroller	dampfwalze
steamship	dampfer
steamy	dampfig
steed	ross
steel	stahl
steeliness	stahligkeit
steelmaker	stahlhersteller
steelmaking	stahlherstellung
steelworks	stahlwerke
steelyard	stahlhof
steep	steil
steeper	steiler
steeple	kirchturm
steeply	steil
steepness	steilheit
steer	steuern
steerable	lenkbar
steerer	lenker
steering	lenkung
steeringwheel	lenkrad
steersman	steuermann
stegosaurus	stegosaurus
stellar	herausragend
stem	stengel
stemmed	entstammt
stemming	entstammen
stemware	stielgläser
stench	gestank
stencil	schablone
stenograph	stenograph
stenographer	stenograph
stenographic	stenographisch
stenographical	stenographisch
stenography	stenographie
step	schritt
stepbrother	stiefbruder
stepchild	stiefkind
stepdaughter	stieftochter
stepfather	stiefvater
stepladder	trittleiter
stepmother	stiefmutter
stepparent	stiefeltern
stepped	trat
stepper	stepper
stepping	treten
steppingstone	sprungbrett
steps	schritte
stepsister	stiefschwester
stepson	stiefsohn
stepstool	tritthocker
stereo	stereo
stereograph	stereograph
stereographical	stereographisch
stereophonic	stereophon
stereoscope	stereoskop
stereotype	stereotyp
stereotypic	stereotyp
stereotyping	stereotypisierung
sterile	steril
sterility	sterilität
sterilization	sterilisation
sterilize	sterilisieren
sterilizer	sterilisator
sterling	sterling
stern	stern
sternly	streng
sternness	strenge
sternum	sternum
steroid	steroide
steroids	steroide
stethoscope	stethoskop
stew	eintopf
steward	steward
stewardship	verwaltung
stewed	gedünstet
stewpot	schmortopf
stick	stock
stickball	stockball
sticker	aufkleber
stickers	aufkleber
stickiness	klebrigkeit
sticking	kleben
stickler	pedant
sticklike	stäbchenartig
stickman	strichmännchen
stickup	überfall
stiff	steif
stiffen	versteifen
stiffening	versteifung
stiffly	steif
stiffness	steifheit
stifle	ersticken
stifling	erstickend
stiflingly	erstickend
stigma	stigma
